,dice,ldice,lfpr,ltpr,precision,sensitivity,ntgt,npre,vtgt,vpre,vf1,lf1
0,0.8526490460575261,0.48192771078530994,0.15624999995117186,0.39215686266820454,0.9572503298033734,0.7686559686215028,51,32,69857.0,56094.0,0.8526490460574586,0.5354486861057315
1,0.6372910554222936,0.5797101448435203,0.41666666655092593,0.6060606058769513,0.8122684232188745,0.524338928998306,33,36,22577.0,14574.0,0.6372910554221219,0.5944798301203714
2,0.8126496669229478,0.6249999999441964,0.17999999996399998,0.5645161289412071,0.9287752123139169,0.7223354575709584,62,50,38759.0,30144.0,0.8126496669228299,0.6686859272547095
3,0.6837363679436523,0.5263157891966759,0.5833333328472222,0.7142857132653061,0.6258680555501227,0.7533960292502258,7,12,957.0,1152.0,0.6837363679404103,0.5263157895844875
4,0.7788975478394102,0.39999999973333333,0.3999999996,0.5999999988,0.9571801042915377,0.6566003989816824,5,10,29074.0,19944.0,0.7788975478392512,0.5999999996
5,0.4713010204066604,0.5142857141387756,0.470588235017301,0.4999999997222222,0.5598484848442437,0.4069383259889486,18,17,1816.0,1320.0,0.47130102040515753,0.5142857142693879
6,0.7414912141838578,0.5858585857994083,0.27450980386774315,0.6041666665407986,0.8736799816342764,0.6440462843482233,48,51,47273.0,34848.0,0.7414912141837675,0.6592933947245485
7,0.544030563513765,0.6486486484733381,0.47826086935727785,0.8571428565306122,0.6306465898997757,0.478333893179448,14,23,2977.0,2258.0,0.5440305635127257,0.6486486486340394
8,0.5379731953908559,0.8727272725685951,0.19354838703433921,0.9999999995833333,0.5949037961502993,0.49098712446246573,24,31,4660.0,3846.0,0.5379731953902234,0.892857142729326
9,0.7302965275064718,0.8205128203024326,0.27272727260330576,0.941176470034602,0.9070753574013725,0.6111836734688888,17,22,12250.0,8254.0,0.7302965275061155,0.820512820381328
10,0.705639556921743,0.7435897435420775,0.26760563376512597,0.6823529410961938,0.6209324735003922,0.8171088568076306,85,71,10252.0,13491.0,0.7056395569214458,0.7064886390000407
11,0.49823321554594263,0.49056603764328943,0.4999999998076923,0.481481481303155,0.504291845489955,0.492318435750752,27,26,1432.0,1398.0,0.49823321554418215,0.49056603773584906
12,0.7612634376131234,0.6301369862150498,0.24242424235078053,0.5749999998562499,0.8793163585626511,0.6711570203927717,40,33,37562.0,28670.0,0.7612634376130085,0.6537805570691718
13,0.7489805904414051,0.5977011493565861,0.35897435888231427,0.5416666665538195,0.6822166097152248,0.8302296148963475,48,39,5531.0,6731.0,0.7489805904407945,0.5871725383643628
14,0.7797564384107049,0.7231638417670528,0.15068493148620757,0.6153846153254439,0.8272896721169078,0.7373886119918678,104,73,26484.0,23606.0,0.7797564384105492,0.7136690647156979
